Title,Active Learning,Critical Thinking,Deductive Reasoning,Oral Expression,AI Enhancement Score,Cluster,PCA1,PCA2
Psychiatrists,4.1899999999999995,4.4350000000000005,4.37,4.5649999999999995,4.368,2,3.0442825823637985,-0.11317785550296106
"Psychology Teachers, Postsecondary",4.25,4.0649999999999995,4.0,4.75,4.21025,2,2.5695767284446833,0.6609859190446267
Public Relations Specialists,3.565,4.0,3.94,4.1850000000000005,3.88525,0,1.4303270165299535,-0.03513882435379283
Public Safety Telecommunicators,3.06,3.815,3.815,4.1899999999999995,3.6447499999999993,0,0.7522241407879275,0.21486248106171654
"Pump Operators, Except Wellhead Pumpers",2.88,3.12,3.06,3.435,3.08325,3,-1.3737481744595859,0.11239070028288652
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.88,3.88,4.0649999999999995,4.0,3.935,2,1.5163318431760202,-0.37718297642705234
Purchasing Managers,3.5,3.875,3.94,4.0600000000000005,3.8032500000000002,0,1.1535469717092366,-0.14967731692429534
Quality Control Analysts,3.12,3.435,3.81,3.875,3.4815,0,0.16419664774221734,-0.053680167408441136
Quality Control Systems Managers,3.87,3.935,4.125,4.0600000000000005,3.97225,2,1.6660253183383955,-0.36696382683617007
Radiation Therapists,3.0,3.625,3.69,3.94,3.49775,0,0.19799399343896493,0.05446924205193433
Radio Frequency Identification Device Specialists,3.31,3.88,4.125,3.815,3.74825,0,0.9640473212656029,-0.6556746404460949
"Radio, Cellular, and Tower Equipment Installers and Repairers",2.94,3.185,3.315,3.435,3.175,3,-1.0365823181882712,-0.14169214104293323
Radiologic Technologists and Technicians,2.815,3.375,3.56,4.0,3.33775,3,-0.24784132238869555,0.3981855889981342
Radiologists,4.0649999999999995,4.5,4.5,4.6899999999999995,4.398,2,3.23221642413753,-0.06189430408289667
Rail Car Repairers,2.75,3.315,3.06,2.94,3.0382499999999997,3,-1.7185302617166507,-0.7109950511555638
"Rail Yard Engineers, Dinkey Operators, and Hostlers",2.875,3.125,3.185,3.685,3.146,3,-1.0451048703706547,0.37441752201419576
Rail-Track Laying and Maintenance Equipment Operators,2.5,3.06,3.06,3.0,2.883,1,-2.1033640048100795,-0.4692489112215275
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",2.56,3.065,3.185,3.25,2.9652499999999997,3,-1.723802719180764,-0.21245027433716396
Railroad Conductors and Yardmasters,3.0,3.62,3.565,4.0,3.48,0,0.13288347559288852,0.2514101286033165
Range Managers,3.435,3.875,3.935,4.1899999999999995,3.80225,0,1.210299088067339,0.05207577466120034
Real Estate Brokers,3.685,3.88,3.81,4.0,3.8255,0,1.134783396617339,-0.14611376416299063
Real Estate Sales Agents,3.185,3.81,3.565,4.0,3.602,0,0.4571935263585684,0.13751896102429062
Receptionists and Information Clerks,2.435,3.06,2.75,3.94,2.9425,3,-1.6214482549087916,1.1883085031933713
Recreation Workers,3.12,3.435,3.25,4.0,3.38825,3,-0.23041146106100607,0.6042268936312306
"Recreation and Fitness Studies Teachers, Postsecondary",3.69,3.94,3.815,4.5600000000000005,3.933,2,1.6829703699809895,0.6463706834099784
Recreational Therapists,3.315,3.94,3.94,4.0,3.7615000000000003,0,1.018232273497045,-0.2574238860218232
Recreational Vehicle Service Technicians,3.0,3.25,3.06,3.685,3.20225,3,-0.9413203415551966,0.40480525260797284
Recycling Coordinators,3.12,3.56,3.435,3.75,3.4314999999999998,3,-0.1620889160635742,0.013017734189356733
Recycling and Reclamation Workers,2.375,2.75,2.56,3.0,2.6369999999999996,1,-2.942588233427364,0.12467232891031847
"Refractory Materials Repairers, Except Brickmasons",2.25,2.94,3.0,3.065,2.76375,1,-2.410256984619783,-0.23977769483869035
Refuse and Recyclable Material Collectors,1.935,2.685,2.37,2.88,2.42625,1,-3.6226371357925125,0.1769087302364716
Registered Nurses,3.81,4.0600000000000005,4.0600000000000005,4.375,4.03225,2,1.9504866951485775,0.09358713778259038
Regulatory Affairs Managers,3.625,3.94,3.94,4.12,3.8725,0,1.3646007374002425,-0.10484906468657007
Regulatory Affairs Specialists,3.565,4.0649999999999995,4.0,4.3100000000000005,3.9387499999999993,2,1.6533737197084513,0.06521572559684648
Rehabilitation Counselors,3.185,3.75,3.94,4.0600000000000005,3.665,0,0.7887710984669886,-0.05920194647217679
Reinforcing Iron and Rebar Workers,2.13,2.94,2.875,2.88,2.675,1,-2.7760205716306343,-0.3982050271572941
Remote Sensing Scientists and Technologists,3.69,4.1899999999999995,4.4350000000000005,4.375,4.11675,2,2.315687051747114,-0.28124730600603964
Remote Sensing Technicians,3.25,3.815,3.815,4.0600000000000005,3.68225,0,0.7889050529951376,0.007278416430287442
Reservation and Transportation Ticket Agents and Travel Clerks,3.0,3.5,3.12,4.0600000000000005,3.358,3,-0.32791965242023313,0.7785653242143075
Residential Advisors,3.0,3.81,3.315,4.0,3.4964999999999997,0,0.08796478212614171,0.3635606085752451
Respiratory Therapists,3.62,3.94,3.815,4.0,3.828,0,1.145000942339336,-0.17637542342574433
Retail Loss Prevention Specialists,3.125,3.685,3.435,3.685,3.467,0,-0.09623077939242378,-0.14867405530135416
Retail Salespersons,2.94,3.12,2.94,3.94,3.1529999999999996,3,-0.9987310106834081,0.9559402269396472
Riggers,2.435,3.06,3.0,3.375,2.90775,1,-1.884588300451127,0.14137439591453166
Robotics Engineers,4.125,4.3100000000000005,4.375,4.25,4.258500000000001,2,2.6080680098277584,-0.5129958754992804
Robotics Technicians,3.37,3.94,4.12,3.94,3.8049999999999997,0,1.1710542909666635,-0.5026385844068361
"Rock Splitters, Quarry",2.12,2.685,2.815,2.88,2.57075,1,-3.078447890078446,-0.21383883204400786
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.0,3.06,3.125,3.315,3.0932500000000003,3,-1.3816038000312643,-0.09840593070485512
"Roof Bolters, Mining",2.88,3.19,3.0,3.0,3.0305,3,-1.7367833704368596,-0.5168792748207991
Roofers,2.5,3.0,3.06,3.0,2.862,1,-2.160013365367803,-0.43798229569463637
"Rotary Drill Operators, Oil and Gas",2.94,3.435,3.38,3.63,3.3047500000000003,3,-0.5739887517991591,-0.03841916008120621
"Roustabouts, Oil and Gas",2.31,2.685,2.81,2.94,2.63575,1,-2.8823324501559133,-0.13614336924962042
Sailors and Marine Oilers,2.88,3.06,3.06,3.185,3.02475,3,-1.6460826592541267,-0.22615360372049811
Sales Engineers,3.935,4.0,4.0,4.5600000000000005,4.0645,2,2.097529521340179,0.43913837512684517
Sales Managers,3.815,3.94,3.94,4.0,3.9114999999999998,0,1.4099090545769242,-0.2976406925367897
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.185,3.625,3.185,4.0600000000000005,3.4702499999999996,0,-0.006659575098207156,0.6436443518795718
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.625,3.565,3.69,4.5600000000000005,3.75725,0,1.1658397173383972,0.9525959298702016
"Sawing Machine Setters, Operators, and Tenders, Wood",2.06,2.875,2.875,2.88,2.63125,1,-2.892225461586018,-0.35870250742440035
School Psychologists,3.75,4.0600000000000005,4.12,4.5649999999999995,4.05475,2,2.1212401762948616,0.3287907104136953
Search Marketing Strategists,3.815,3.815,3.88,4.0600000000000005,3.86475,0,1.2898199827759473,-0.093068546508133
"Secondary School Teachers, Except Special and Career/Technical Education",3.815,3.94,3.94,4.5,3.9864999999999995,2,1.8412793030505583,0.4419811465237614
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.94,3.31,2.94,4.0,3.2285,3,-0.7675769391004474,0.9456838984584252
"Securities, Commodities, and Financial Services Sales Agents",3.625,3.75,4.0,4.0,3.8000000000000003,0,1.1355162364563347,-0.23402609988631415
Security Guards,2.815,3.06,3.125,3.44,3.0564999999999998,3,-1.418681646912411,0.10137974747082025
Security Management Specialists,3.435,4.0,4.1850000000000005,4.1850000000000005,3.89525,0,1.5483132219773994,-0.23162065521751043
Security Managers,3.62,4.1850000000000005,4.0600000000000005,4.1850000000000005,3.9905,2,1.755748325080167,-0.23732555693242066
Security and Fire Alarm Systems Installers,2.94,3.44,3.25,3.56,3.2699999999999996,3,-0.7463001408600839,-0.034767825690574045
Segmental Pavers,2.56,3.125,3.06,3.37,2.97925,3,-1.6757786666058039,0.03937306608068591
Self-Enrichment Teachers,3.12,3.12,3.12,4.0,3.252,3,-0.6444609383101478,0.8781805683004252
Semiconductor Processing Technicians,2.375,3.13,3.19,3.315,2.94325,1,-1.7467886885698891,-0.1395146122523616
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2.88,3.06,3.0,3.31,3.0315000000000003,3,-1.5920740975916072,0.009430599038339843
Septic Tank Servicers and Sewer Pipe Cleaners,2.685,3.06,3.06,3.06,2.9475000000000002,1,-1.906679165993688,-0.39537450894479886
"Service Unit Operators, Oil and Gas",3.0,3.5,3.185,3.435,3.27725,3,-0.8088122958517298,-0.20086394618789052
Set and Exhibit Designers,3.12,3.75,3.685,3.875,3.56675,0,0.3494516230538303,-0.11224918435441067
"Sewers, Hand",2.19,2.31,2.5,2.375,2.32175,1,-4.095984097564824,-0.5050074946472652
Sewing Machine Operators,2.0,2.435,2.875,2.69,2.4307499999999997,1,-3.5185760138255575,-0.4056442756217459
Shampooers,2.125,2.31,2.565,3.13,2.4285,1,-3.4372128367494743,0.5621476956046041
Sheet Metal Workers,2.63,3.06,3.06,3.12,2.94,1,-1.8979991820956386,-0.3021960395408865
Ship Engineers,3.185,3.88,4.0,4.0,3.7135000000000002,0,0.9135809503144421,-0.266379643794741
"Shipping, Receiving, and Inventory Clerks",2.25,3.0,2.94,3.185,2.7907499999999996,1,-2.3039127648842763,-0.04285632599734903
Shoe Machine Operators and Tenders,2.0,2.75,2.75,3.0,2.5625,1,-3.065871484460291,-0.00564775235017341
Shoe and Leather Workers and Repairers,2.315,2.94,2.94,2.815,2.73375,1,-2.628858127772105,-0.5641380562222117
Shuttle Drivers and Chauffeurs,2.5,3.065,3.0,3.31,2.91925,1,-1.8850276711658385,0.03738982069580685
Signal and Track Switch Repairers,2.94,3.565,3.5,3.0,3.27975,3,-0.8871069827557587,-1.1394444969264979
Skincare Specialists,3.06,3.06,3.25,3.88,3.2209999999999996,3,-0.7350000379100363,0.6269600160815632
Slaughterers and Meat Packers,1.75,2.13,2.31,2.75,2.145,1,-4.457554395010045,0.33938220710870853
Social Science Research Assistants,3.37,3.815,3.625,4.125,3.6899999999999995,0,0.7685112779788984,0.2542599080912832
"Social Work Teachers, Postsecondary",4.4399999999999995,4.125,4.125,4.875,4.332,2,2.995059995547605,0.6937616622369774
Social and Community Service Managers,3.88,4.0,4.0,4.5,4.039,2,2.0026806456045554,0.3548076031562246
Social and Human Service Assistants,3.25,3.81,3.94,4.0,3.6965,0,0.8445740107482598,-0.18445136753328037
Sociologists,4.125,4.1899999999999995,4.0600000000000005,4.625,4.20975,2,2.535668472674119,0.37031713556684037
"Sociology Teachers, Postsecondary",4.0,3.935,4.0,4.75,4.08975,2,2.2509980566963432,0.7488386559437069
Software Developers,3.56,4.0,3.875,3.935,3.8332499999999996,0,1.1524049573217905,-0.3496456042424111
Software Quality Assurance Analysts and Testers,3.12,3.88,4.0,4.0600000000000005,3.7029999999999994,0,0.9144273985908945,-0.17239683826052846
Soil and Plant Scientists,4.25,4.1899999999999995,4.4399999999999995,4.5,4.304499999999999,2,2.8666937753796438,-0.14560789812047195
Solar Energy Installation Managers,3.125,3.56,3.62,4.0,3.5075000000000003,0,0.22350114405636654,0.22616702809057412
Solar Energy Systems Engineers,3.565,4.0,4.125,4.1899999999999995,3.923,2,1.6006288870870138,-0.18400206352709728
Solar Photovoltaic Installers,3.0,3.375,3.185,3.06,3.17725,3,-1.2503594833688796,-0.6904415431356142
Solar Sales Representatives and Assessors,3.06,3.56,3.5,4.0,3.464,0,0.0649151616042039,0.33275269892492
Solar Thermal Installers and Technicians,3.06,3.375,3.06,3.44,3.2272499999999997,3,-0.9876710484157678,-0.02757424766118297
Sound Engineering Technicians,3.12,3.625,3.44,3.94,3.4837499999999997,0,0.0676880856652646,0.2559786376287592
Spa Managers,3.69,3.94,3.88,4.0,3.8619999999999997,0,1.2581558588510653,-0.23690774791434796
"Special Education Teachers, Elementary School",3.56,3.875,4.0600000000000005,4.3149999999999995,3.8834999999999997,2,1.5282150130721535,0.12134631822738778
"Special Education Teachers, Middle School",4.0,3.815,3.88,4.0,3.9112499999999994,2,1.3829759619586663,-0.19670338560593745
"Special Education Teachers, Preschool",3.685,3.88,4.0,4.0600000000000005,3.8724999999999996,0,1.3570221612111577,-0.2178418296224405
"Special Education Teachers, Secondary School",3.63,3.815,3.88,4.0,3.8002499999999997,0,1.0931351439595556,-0.1669429487848623
Special Effects Artists and Animators,3.25,3.75,3.685,4.0,3.6245000000000003,0,0.5591301482530074,0.062199905716835875
Speech-Language Pathologists,4.0649999999999995,4.12,4.0600000000000005,4.625,4.16725,2,2.4225763382938563,0.41162087046334234
Speech-Language Pathology Assistants,3.12,3.37,3.44,4.0,3.4035,3,-0.12130726688822437,0.4776163743053124
Sports Medicine Physicians,4.13,4.375,4.4350000000000005,4.6899999999999995,4.3607499999999995,2,3.1067947373554445,0.05291826499435523
Stationary Engineers and Boiler Operators,3.12,3.185,3.185,3.5,3.2127499999999998,3,-0.9561408790190351,0.04978459084256709
Statistical Assistants,3.685,3.815,3.75,3.875,3.7719999999999994,0,0.9117366934388408,-0.24646831411362968
Statisticians,3.815,4.25,4.38,4.375,4.164249999999999,2,2.4209077738235756,-0.27611260875078036
Stockers and Order Fillers,2.25,2.565,2.62,3.12,2.56475,1,-3.05781343032742,0.3579624267944729
"Stone Cutters and Carvers, Manufacturing",2.25,2.94,2.935,2.94,2.7319999999999998,1,-2.5764197138987384,-0.36978118302731977
Stonemasons,2.75,3.375,3.06,3.0,3.06825,3,-1.610116471342091,-0.6535070459951887
Structural Iron and Steel Workers,3.0,3.12,3.06,3.12,3.072,3,-1.5515090035388042,-0.3632230918888527
Structural Metal Fabricators and Fitters,2.065,2.69,3.0,3.0,2.6109999999999998,1,-2.847294528244759,-0.19077075081064493
Substance Abuse and Behavioral Disorder Counselors,3.875,4.12,4.0,4.4350000000000005,4.06975,2,2.055984466607632,0.1965257010897212
"Substitute Teachers, Short-Term",2.94,3.315,3.315,3.94,3.2962500000000006,3,-0.4781580860214997,0.537581582766626
Subway and Streetcar Operators,3.0,3.125,3.31,3.56,3.18975,3,-0.942874069602658,0.0738771460501079
Supply Chain Managers,3.75,3.94,3.88,4.0600000000000005,3.8890000000000002,0,1.3569215023974872,-0.15297914400887705
Surgical Assistants,3.06,3.56,3.56,3.88,3.4579999999999997,0,0.015220302426420777,0.10456471455668741
Surgical Technologists,3.0,3.12,3.19,3.625,3.17375,3,-0.9991847182593407,0.2739910224092872
Survey Researchers,4.0649999999999995,4.5649999999999995,4.3100000000000005,4.3100000000000005,4.325749999999999,2,2.7952708411247875,-0.4973963824429961
Surveying and Mapping Technicians,3.06,3.315,3.25,3.5,3.2532499999999995,3,-0.8220816443796731,-0.0680356975937425
Surveyors,3.315,3.875,4.0600000000000005,3.935,3.753,0,1.008452001503051,-0.42106004426629684
Sustainability Specialists,3.315,3.94,3.875,3.94,3.7394999999999996,0,0.9081476765196623,-0.29127653513258106
"Switchboard Operators, Including Answering Service",2.375,2.75,2.81,4.0600000000000005,2.846,3,-1.8037749714303877,1.4815091985782707
"Tailors, Dressmakers, and Custom Sewers",2.62,3.0,2.75,3.0,2.8360000000000003,1,-2.3441532735973927,-0.18579415712411124
Talent Directors,3.06,3.94,3.685,4.12,3.6519999999999997,0,0.6932114728424503,0.15598058439856724
"Tank Car, Truck, and Ship Loaders",2.75,2.94,2.88,3.185,2.9077499999999996,1,-2.02271934481801,-0.00112777399172439
Tapers,2.125,2.5,2.685,2.88,2.4815,1,-3.3658403183083885,-0.008031659081560108
"Tax Examiners and Collectors, and Revenue Agents",3.5,3.815,4.0,4.0600000000000005,3.79425,0,1.150731611607402,-0.16908944439110432
Tax Preparers,3.06,3.56,3.815,3.94,3.518,0,0.29577923418078567,-0.0220653224792715
"Teaching Assistants, Postsecondary",3.06,3.25,3.435,4.25,3.38,3,-0.07040824420109731,0.9190097702539743
"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",3.0,3.19,3.38,3.815,3.26475,3,-0.5986987684117002,0.3580869169908737
"Teaching Assistants, Special Education",2.875,3.44,3.25,3.875,3.2977499999999997,3,-0.5254548658620787,0.4364221177645188
Team Assemblers,2.185,2.94,3.0,3.0,2.7344999999999997,1,-2.5172530984617394,-0.3307003490696164
Technical Writers,3.435,3.75,3.875,3.935,3.7082499999999996,0,0.8184467597279725,-0.20931383791829009
Telecommunications Engineering Specialists,3.565,3.685,3.625,3.875,3.6654999999999998,0,0.582839817154833,-0.06349123233823212
"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.06,3.685,3.375,3.44,3.3987499999999997,3,-0.41235418314077804,-0.45518182860037865
Telecommunications Line Installers and Repairers,2.685,3.12,3.06,3.56,3.0435,3,-1.4186595569623301,0.3129807145888612
Telemarketers,1.81,3.06,2.685,3.875,2.7322499999999996,1,-2.2254425307207595,1.197330643835716
Telephone Operators,2.125,2.94,2.75,3.935,2.80675,1,-1.9819002827785008,1.2683799358958274
Tellers,2.94,3.185,3.185,3.88,3.21575,3,-0.7693031313678298,0.6263752388739738
Terrazzo Workers and Finishers,2.25,2.5,2.69,2.75,2.5005,1,-3.375591220936906,-0.21461076744885305
Textile Bleaching and Dyeing Machine Operators and Tenders,2.12,2.815,3.0,3.0,2.6712499999999997,1,-2.686190581164048,-0.26033338187498095
"Textile Cutting Machine Setters, Operators, and Tenders",2.25,2.815,3.0,3.0,2.7102500000000003,1,-2.5843546180832795,-0.27078975156887225
"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1.75,2.565,2.75,3.0,2.4227499999999997,1,-3.4363787367198784,0.11086604878189048
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2.25,3.0,2.75,2.875,2.7062499999999994,1,-2.7418366537149117,-0.34093918006817386
Tile and Stone Setters,2.44,3.06,3.0,3.0,2.8529999999999998,1,-2.204199218995554,-0.41374415144603144
Timing Device Assemblers and Adjusters,2.185,2.88,2.94,3.06,2.7105,1,-2.5759720296585162,-0.16000036986175906
Tire Builders,1.875,2.75,2.75,2.815,2.49725,1,-3.3233976716655054,-0.269253631173836
Tire Repairers and Changers,2.125,2.69,2.94,3.0,2.617,1,-2.8541273149710626,-0.14491802459874087
"Title Examiners, Abstractors, and Searchers",3.06,3.62,3.44,4.0,3.473,0,0.06773052170603834,0.35216482639172897
"Tool Grinders, Filers, and Sharpeners",2.685,3.065,3.0,3.0,2.9282500000000002,1,-2.007556816219936,-0.43605593793227254
Tool and Die Makers,3.06,3.12,3.12,3.31,3.1305,3,-1.2867530949333486,-0.1376715528213394
Tour Guides and Escorts,2.315,3.0,2.88,4.0,2.9205,3,-1.6036952787877572,1.2081778298181038
Traffic Technicians,3.06,3.375,3.63,3.94,3.41625,0,-0.04487779561118702,0.23059953295921784
Training and Development Managers,4.0,3.875,3.88,4.375,3.9885,2,1.7631530088716156,0.3267463781625848
Training and Development Specialists,3.88,3.94,3.815,4.25,3.9435000000000002,2,1.56435799273769,0.17252275671674874
Transit and Railroad Police,3.125,3.63,3.815,4.0,3.571,0,0.4645525661886834,0.02498339524634292
Transportation Engineers,3.565,4.0,4.375,4.375,4.00075,2,1.9845442142551302,-0.12150341221510956
Transportation Inspectors,2.75,3.56,3.625,3.94,3.3869999999999996,0,-0.11753470486572166,0.1633517837067245
Transportation Planners,3.935,4.125,4.1899999999999995,4.0600000000000005,4.07125,2,1.9546531088054506,-0.5261049324281121
Transportation Security Screeners,2.94,3.375,3.44,3.56,3.2852500000000004,3,-0.6371959466873022,-0.16137834501649218
"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",2.375,2.94,3.0,3.125,2.81025,1,-2.260573359532977,-0.1610772757801659
"Transportation, Storage, and Distribution Managers",3.62,3.62,3.815,3.935,3.70625,0,0.7867928870632378,-0.10577097969353039
Travel Agents,3.12,3.435,3.435,3.94,3.4162500000000007,3,-0.11618772280551738,0.3592128153800558
Travel Guides,3.06,3.435,3.25,4.0,3.37025,3,-0.2774126747905916,0.6090529104130266
Treasurers and Controllers,3.935,4.4350000000000005,4.3100000000000005,4.4399999999999995,4.26075,2,2.682850861438763,-0.22689400095176632
Tree Trimmers and Pruners,2.37,3.125,3.125,3.12,2.89775,1,-1.9819808004924286,-0.37005743855041084
Tutors,3.56,3.75,3.25,4.125,3.64925,0,0.5195158113357449,0.5895918321470198
"Umpires, Referees, and Other Sports Officials",3.0,3.44,3.25,3.815,3.32625,3,-0.47930010040894505,0.337613295448511
Upholsterers,2.94,3.31,3.0,3.0,3.0904999999999996,3,-1.5764834355918267,-0.5842385226563773
Urban and Regional Planners,3.685,4.125,4.0,4.37,4.00475,2,1.8557899375421822,0.11305169719362863
Urologists,3.88,4.375,4.5,4.5649999999999995,4.279999999999999,2,2.861433951857643,-0.1667807630898073
"Ushers, Lobby Attendants, and Ticket Takers",2.37,2.685,2.63,3.125,2.6455,1,-2.8372262458587505,0.28472692340208766
Validation Engineers,3.435,4.0600000000000005,4.25,4.0600000000000005,3.9105000000000003,0,1.555440187577261,-0.5026947020860477
Veterinarians,4.1899999999999995,4.0649999999999995,4.125,4.1850000000000005,4.132499999999999,2,2.147281301556327,-0.2755414568822077
Veterinary Assistants and Laboratory Animal Caretakers,2.94,3.185,3.06,3.19,3.08725,3,-1.4767482418778808,-0.2887221844593783
Veterinary Technologists and Technicians,3.06,3.875,3.88,3.88,3.63225,0,0.5997441144525447,-0.3298716462592241
Video Game Designers,3.56,3.815,3.815,3.875,3.7474999999999996,0,0.8721376653294176,-0.2913160840613965
Waiters and Waitresses,2.375,2.88,2.69,3.5,2.7834999999999996,1,-2.2718373694242358,0.6867458911762557
Watch and Clock Repairers,2.25,3.06,2.94,3.0,2.784,1,-2.406870396261797,-0.34778302197664407
Water Resource Specialists,3.5,4.0,4.0,4.0600000000000005,3.859,0,1.3254004733270497,-0.26549484226568515
Water and Wastewater Treatment Plant and System Operators,2.815,3.0,3.25,3.75,3.1069999999999998,3,-1.0957272858000457,0.4856311886450446
Water/Wastewater Engineers,3.625,4.0600000000000005,4.4399999999999995,4.375,4.05275,2,2.146514955702986,-0.21249801610030497
Weatherization Installers and Technicians,2.88,3.25,3.0,3.435,3.11675,3,-1.304841893707074,0.09532510963498937
Web Administrators,3.435,4.0600000000000005,3.94,4.0,3.8395000000000006,0,1.2255334220716638,-0.3296091506391976
Web Developers,3.56,3.815,3.94,3.625,3.7350000000000003,0,0.7686067087090362,-0.7667077181618805
"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2.75,3.19,3.12,3.185,3.04325,3,-1.571344340670605,-0.3341203106619042
"Welders, Cutters, Solderers, and Brazers",2.0,2.63,3.0,2.75,2.533,1,-3.1705469945796843,-0.5240868699670839
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2.31,3.0,3.0,3.06,2.802,1,-2.31092011281721,-0.2832665455379828
Wellhead Pumpers,2.25,3.06,3.06,3.0,2.808,1,-2.299202395350019,-0.4491405079640442
"Wholesale and Retail Buyers, Except Farm Products",3.63,3.875,3.875,4.0,3.8202499999999997,0,1.145298337812622,-0.1939863357289451
Wind Energy Development Managers,3.69,4.125,4.1899999999999995,4.0649999999999995,3.9985,2,1.7670451885610452,-0.49900247884517446
Wind Energy Engineers,3.375,4.25,4.13,3.88,3.908,0,1.4248673252515123,-0.7617860105471388
Wind Energy Operations Managers,3.31,3.94,3.875,4.0600000000000005,3.756,0,1.0077597683425363,-0.11336512569289829
Wind Turbine Service Technicians,3.12,3.31,3.75,3.435,3.35975,3,-0.3872626725323941,-0.5887298604403363
"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.31,2.94,2.94,3.0,2.76,1,-2.473167903647659,-0.29007580770465785
Word Processors and Typists,2.125,2.625,2.94,3.12,2.61225,1,-2.811968595941591,0.0664633835965901
Writers and Authors,3.315,3.81,3.25,3.94,3.569,0,0.22463655722908293,0.3043713713600583
Zoologists and Wildlife Biologists,3.685,4.0,4.0,4.4399999999999995,3.9714999999999994,2,1.7981622711665664,0.2817375370097948
